eshram_id,worker_name,week_start,week_end,platform,job_type,age,education,experience_months,zone,satisfaction,weekly_income_inr,avg_daily_income_inr,worked_this_week,income_bracket,platform_volatility_index
4113-3235-5227,Radha Ghosh,18-03-2024,24-03-2024,Dunzo,Full-time,32,Secondary,4,Semi-urban,Sometimes,4790,798,1,D,0.42
5386-8233-5206,Sumit Shaikh,18-03-2024,24-03-2024,Dunzo,Part-time,38,Secondary,58,Urban,No,1228,205,1,A,0.42
6469-9036-6851,Arjun Mishra,18-03-2024,24-03-2024,Dunzo,Part-time,32,Secondary,52,Semi-urban,Sometimes,694,116,1,A,0.42
4332-3345-5245,Rahul Mehta,18-03-2024,24-03-2024,Dunzo,Full-time,19,Primary,54,Rural,Sometimes,4214,702,1,D,0.42
9828-6083-7369,Geeta Rao,18-03-2024,24-03-2024,Dunzo,Full-time,40,Primary,3,Urban,Yes,2920,487,1,B,0.42
2315-5565-2950,Aarav Thakur,18-03-2024,24-03-2024,Dunzo,Full-time,22,Secondary,17,Urban,Yes,2784,464,1,B,0.42
6432-7615-2711,Harish Singh,18-03-2024,24-03-2024,Dunzo,Part-time,35,Primary,59,Semi-urban,Always,1353,226,1,A,0.42
5261-6367-8576,Rohit Joshi,18-03-2024,24-03-2024,Zepto,Full-time,31,Primary,55,Urban,Sometimes,2290,382,1,A,0.44
9114-9868-9592,Ajay Dey,18-03-2024,24-03-2024,Zepto,Part-time,22,Primary,32,Urban,Rarely,1835,306,1,A,0.44
7614-1219-4858,Ritu Paul,18-03-2024,24-03-2024,Zepto,Full-time,32,Secondary,3,Rural,Sometimes,3674,612,1,C,0.44
6718-8442-3547,Mahesh Tiwari,18-03-2024,24-03-2024,Zepto,Full-time,29,Secondary,50,Semi-urban,Sometimes,3047,508,1,B,0.44
9271-8904-1121,Neha Kamat,18-03-2024,24-03-2024,Zepto,Full-time,44,Secondary,33,Semi-urban,Sometimes,3545,591,1,C,0.44
9774-7544-4734,Padma Hussain,18-03-2024,24-03-2024,Zepto,Full-time,42,Secondary,48,Urban,Yes,2719,453,1,B,0.44
3757-5533-8291,Arun Bose,18-03-2024,24-03-2024,Zepto,Part-time,36,Primary,59,Rural,Yes,788,131,1,A,0.44
3700-8975-8328,Vishal Parekh,18-03-2024,24-03-2024,Zepto,Full-time,40,Secondary,23,Urban,Always,3323,554,1,B,0.44
6658-1837-7096,Ritu Parekh,18-03-2024,24-03-2024,Zepto,Full-time,26,Primary,40,Semi-urban,Yes,2307,384,1,A,0.44
6600-9402-1991,Rahul Khan,18-03-2024,24-03-2024,Zepto,Full-time,34,Primary,11,Urban,Yes,3131,522,1,B,0.44
5175-3095-2616,Ravi Iyer,18-03-2024,24-03-2024,Zepto,Full-time,34,Secondary,19,Urban,Always,4195,699,1,D,0.44
4226-2988-5451,Naveen Bhat,18-03-2024,24-03-2024,Zepto,Full-time,28,Secondary,16,Urban,Always,3512,585,1,C,0.44
8962-1833-2315,Sumit Naik,18-03-2024,24-03-2024,Zepto,Full-time,42,Secondary,37,Urban,Yes,4153,692,1,D,0.44
6581-1385-9779,Kapil Patel,18-03-2024,24-03-2024,Zepto,Part-time,21,Secondary,48,Urban,Yes,972,162,1,A,0.44
1316-3182-3102,Dinesh Menon,18-03-2024,24-03-2024,Zepto,Full-time,19,Primary,19,Rural,Yes,2911,485,1,B,0.44
5279-6760-1948,Ritu Chatterjee,18-03-2024,24-03-2024,Zepto,Part-time,41,Primary,16,Urban,Sometimes,1779,296,1,A,0.44
6684-1843-4043,Anil Thakur,18-03-2024,24-03-2024,Zepto,Full-time,42,Primary,57,Rural,Yes,4172,695,1,D,0.44
6818-7429-8016,Anil Sen,18-03-2024,24-03-2024,Zepto,Full-time,31,Secondary,16,Urban,Sometimes,2416,403,1,A,0.44
8079-7829-1460,Ramesh Kumar,18-03-2024,24-03-2024,Zepto,Part-time,23,Primary,59,Semi-urban,Always,407,68,1,A,0.44
7256-8339-9462,Sunita Das,18-03-2024,24-03-2024,Zepto,Full-time,43,Secondary,60,Semi-urban,Yes,2254,376,1,A,0.44
6041-2781-6418,Padma Verma,18-03-2024,24-03-2024,Zepto,Full-time,24,Secondary,46,Urban,Yes,3249,542,1,B,0.44
4482-2603-7750,Mamta Rajput,18-03-2024,24-03-2024,Zepto,Full-time,33,Secondary,58,Semi-urban,Always,2788,465,1,B,0.44
6414-6037-8077,Sanjay Nair,18-03-2024,24-03-2024,Zepto,Full-time,37,Primary,11,Urban,No,3189,532,1,B,0.44
2483-4676-5279,Dinesh Dey,18-03-2024,24-03-2024,Zepto,Full-time,21,Secondary,21,Semi-urban,Sometimes,3718,620,1,C,0.44
7804-3515-9206,Varun Rao,18-03-2024,24-03-2024,Zepto,Full-time,37,Primary,22,Semi-urban,Sometimes,3432,572,1,B,0.44
9797-8716-1961,Nikhil Rao,18-03-2024,24-03-2024,Zepto,Full-time,48,Secondary,8,Semi-urban,Always,3318,553,1,B,0.44
4462-9028-3672,Santosh Khan,18-03-2024,24-03-2024,Zepto,Part-time,34,Secondary,28,Semi-urban,Rarely,1898,316,1,A,0.44
1735-4310-3302,Mahesh Chauhan,18-03-2024,24-03-2024,Zepto,Full-time,29,Secondary,25,Semi-urban,Yes,3784,631,1,C,0.44
2551-6100-2942,Mamta Amin,18-03-2024,24-03-2024,Zepto,Full-time,23,Primary,7,Urban,Sometimes,3117,520,1,B,0.44
1348-9324-9910,Vimala Hegde,18-03-2024,24-03-2024,Zepto,Full-time,30,Primary,1,Semi-urban,Always,3495,582,1,C,0.44
6465-3300-6600,Harish Khan,18-03-2024,24-03-2024,Zepto,Full-time,20,Primary,30,Semi-urban,Sometimes,2955,492,1,B,0.44
9457-8502-3009,Mohit Siddiqui,18-03-2024,24-03-2024,Zepto,Full-time,28,Primary,27,Urban,Rarely,3416,569,1,B,0.44
2033-2074-2058,Yogesh Das,18-03-2024,24-03-2024,Zepto,Full-time,34,Secondary,32,Rural,Sometimes,4129,688,1,D,0.44
3746-6095-1214,Manoj Jain,18-03-2024,24-03-2024,Zepto,Part-time,46,Secondary,5,Urban,Rarely,1574,262,1,A,0.44
9455-6586-6436,Shyam Naik,18-03-2024,24-03-2024,Zepto,Full-time,27,Primary,50,Urban,Yes,2464,411,1,A,0.44
7351-8165-6845,Pradeep Islam,18-03-2024,24-03-2024,Zepto,Full-time,30,Secondary,48,Urban,Sometimes,3833,639,1,C,0.44
5009-4335-5100,Sarita Bhatt,18-03-2024,24-03-2024,Zepto,Full-time,22,Secondary,33,Rural,Sometimes,3862,644,1,C,0.44
6915-8928-2630,Pushpa Bose,18-03-2024,24-03-2024,Zepto,Full-time,27,Secondary,53,Urban,Always,3047,508,1,B,0.44
7406-5446-8105,Priya Yadav,18-03-2024,24-03-2024,Zepto,Full-time,26,Secondary,32,Urban,Sometimes,3228,538,1,B,0.44
4209-5506-9159,Naresh Nair,18-03-2024,24-03-2024,Zepto,Full-time,47,Secondary,56,Urban,Yes,3228,538,1,B,0.44
2239-6681-5708,Priya Desai,18-03-2024,24-03-2024,Zepto,Part-time,34,Primary,30,Urban,Sometimes,807,134,1,A,0.44
3326-6509-5579,Kapil Sharma,18-03-2024,24-03-2024,Zepto,Full-time,43,Secondary,52,Semi-urban,Sometimes,3689,615,1,C,0.44
2521-5112-5365,Neha Gupta,18-03-2024,24-03-2024,Zepto,Full-time,28,Secondary,7,Urban,Sometimes,4212,702,1,D,0.44
2033-2118-9585,Satish Roy,18-03-2024,24-03-2024,Zepto,Full-time,36,Primary,13,Rural,Sometimes,2915,486,1,B,0.44
8014-3404-1919,Asha Tiwari,18-03-2024,24-03-2024,Zepto,Full-time,19,Secondary,9,Urban,Sometimes,3895,649,1,C,0.44
9202-6749-6844,Pradeep Rajput,18-03-2024,24-03-2024,Blinkit,Full-time,24,Secondary,26,Rural,Yes,3079,513,1,B,0.4
5014-9165-3640,Priya Naidu,18-03-2024,24-03-2024,Blinkit,Full-time,21,Secondary,41,Urban,No,3696,616,1,C,0.4
7753-1486-7826,Anita Kumar,18-03-2024,24-03-2024,Blinkit,Part-time,41,Primary,33,Urban,Sometimes,956,159,1,A,0.4
6180-9079-6426,Ravi Naik,18-03-2024,24-03-2024,Blinkit,Full-time,45,Primary,37,Urban,Yes,3537,590,1,C,0.4
8521-8512-7159,Arjun Bose,18-03-2024,24-03-2024,Blinkit,Part-time,31,Secondary,7,Urban,Always,1854,309,1,A,0.4
8327-5663-4874,Harish Verma,18-03-2024,24-03-2024,Blinkit,Full-time,45,Primary,35,Rural,No,2328,388,1,A,0.4
7377-8689-9316,Rakesh Kamat,18-03-2024,24-03-2024,Blinkit,Full-time,43,Secondary,58,Urban,Sometimes,2948,491,1,B,0.4
2268-5463-1782,Anil Dey,18-03-2024,24-03-2024,Blinkit,Full-time,33,Primary,55,Urban,Yes,2964,494,1,B,0.4
4070-6532-2454,Divya Bhat,18-03-2024,24-03-2024,Blinkit,Full-time,45,Secondary,6,Urban,Sometimes,3142,524,1,B,0.4
5271-2109-5451,Pradeep Khan,18-03-2024,24-03-2024,Blinkit,Full-time,38,Secondary,20,Urban,Yes,2974,496,1,B,0.4
5297-6353-5050,Varun Sen,18-03-2024,24-03-2024,Blinkit,Full-time,36,Secondary,2,Urban,Yes,4938,823,1,D,0.4
9001-7801-8730,Ajay Mukherjee,18-03-2024,24-03-2024,Blinkit,Full-time,19,Secondary,46,Rural,Always,2942,490,1,B,0.4
4634-5063-8818,Ramesh Banerjee,18-03-2024,24-03-2024,Blinkit,Full-time,44,Primary,58,Urban,No,3700,617,1,C,0.4
4139-7446-7687,Varun Modi,18-03-2024,24-03-2024,Blinkit,Full-time,38,Secondary,3,Rural,No,3215,536,1,B,0.4
5373-2619-9934,Sunita Trivedi,18-03-2024,24-03-2024,Blinkit,Full-time,23,Secondary,49,Semi-urban,No,2879,480,1,B,0.4
1555-3163-5853,Lokesh Shenoy,18-03-2024,24-03-2024,Blinkit,Part-time,25,Secondary,55,Rural,No,1010,168,1,A,0.4
3047-2262-3071,Pradeep Hegde,18-03-2024,24-03-2024,Blinkit,Full-time,29,Primary,16,Semi-urban,No,3800,633,1,C,0.4
6417-1894-3945,Sunita Mehta,18-03-2024,24-03-2024,Blinkit,Full-time,42,Primary,21,Urban,Yes,2239,373,1,A,0.4
4822-8935-8605,Laxmi Patel,18-03-2024,24-03-2024,Blinkit,Part-time,21,Secondary,44,Urban,No,1462,244,1,A,0.4
6834-7745-4886,Kapil Bhat,18-03-2024,24-03-2024,Blinkit,Part-time,38,Primary,43,Urban,Sometimes,809,135,1,A,0.4
6826-1871-7520,Mahesh Siddiqui,18-03-2024,24-03-2024,Blinkit,Part-time,28,Secondary,37,Semi-urban,Yes,1095,182,1,A,0.4
8757-2544-7734,Aarav Jain,18-03-2024,24-03-2024,Blinkit,Full-time,35,Secondary,11,Semi-urban,Yes,2732,455,1,B,0.4
3340-7756-3915,Vishal Gupta,18-03-2024,24-03-2024,Blinkit,Full-time,41,Secondary,43,Urban,Always,3518,586,1,C,0.4
6573-4718-6955,Divya Mishra,18-03-2024,24-03-2024,Blinkit,Full-time,45,Primary,29,Rural,Sometimes,2877,480,1,B,0.4
5370-6487-7772,Ramesh Sharma,18-03-2024,24-03-2024,Blinkit,Full-time,20,Primary,40,Rural,Rarely,3809,635,1,C,0.4
4118-4049-5677,Rekha Siddiqui,18-03-2024,24-03-2024,Blinkit,Full-time,30,Primary,33,Semi-urban,Rarely,3988,665,1,C,0.4
9959-7368-3780,Praveen Mukherjee,18-03-2024,24-03-2024,Blinkit,Full-time,37,Secondary,13,Urban,Yes,4314,719,1,D,0.4
2240-3139-8297,Meena Ansari,18-03-2024,24-03-2024,Blinkit,Part-time,25,Primary,22,Semi-urban,Sometimes,1488,248,1,A,0.4
3942-2789-4617,Tarun Dey,18-03-2024,24-03-2024,Blinkit,Full-time,45,Primary,44,Urban,Always,3047,508,1,B,0.4
4927-4748-6169,Suman Banerjee,18-03-2024,24-03-2024,Blinkit,Full-time,23,Secondary,52,Urban,Yes,3413,569,1,B,0.4
1862-8218-4480,Sanjay Amin,18-03-2024,24-03-2024,Blinkit,Full-time,36,Primary,58,Urban,Sometimes,3633,606,1,C,0.4
2111-8430-2288,Durga Naik,18-03-2024,24-03-2024,Blinkit,Full-time,38,Primary,14,Rural,Rarely,3051,508,1,B,0.4
6218-5384-6149,Sachin Trivedi,18-03-2024,24-03-2024,Blinkit,Full-time,44,Secondary,10,Rural,Yes,3644,607,1,C,0.4
7264-5239-1887,Neha Rao,18-03-2024,24-03-2024,Blinkit,Full-time,46,Primary,25,Urban,Yes,2733,456,1,B,0.4
4696-7598-4562,Sunita Naidu,18-03-2024,24-03-2024,Blinkit,Full-time,20,Primary,14,Semi-urban,Sometimes,3785,631,1,C,0.4
1322-5323-2045,Ganesh Ahmed,18-03-2024,24-03-2024,Blinkit,Full-time,35,Primary,2,Urban,Yes,2737,456,1,B,0.4
7831-2315-7694,Harish Mishra,18-03-2024,24-03-2024,Blinkit,Full-time,44,Secondary,21,Urban,Sometimes,3680,613,1,C,0.4
1915-5277-5334,Kavita Paul,18-03-2024,24-03-2024,Blinkit,Full-time,44,Primary,11,Urban,Yes,3448,575,1,C,0.4
2466-6952-4429,Sarita Hussain,18-03-2024,24-03-2024,Blinkit,Full-time,31,Primary,16,Semi-urban,Yes,2701,450,1,B,0.4
2890-3106-6044,Kapil Mehta,18-03-2024,24-03-2024,Blinkit,Part-time,37,Secondary,35,Semi-urban,Yes,1571,262,1,A,0.4
8862-1595-2899,Prakash Bhatt,18-03-2024,24-03-2024,Blinkit,Full-time,27,Secondary,28,Urban,Rarely,3539,590,1,C,0.4
1613-9232-2974,Ramesh Shaikh,18-03-2024,24-03-2024,Blinkit,Part-time,27,Primary,55,Urban,Sometimes,1805,301,1,A,0.4
3567-7571-4188,Usha Bhatt,18-03-2024,24-03-2024,Blinkit,Part-time,22,Secondary,30,Semi-urban,Yes,1654,276,1,A,0.4
3401-3729-9774,Padma Siddiqui,18-03-2024,24-03-2024,Blinkit,Full-time,46,Primary,18,Urban,Rarely,2066,344,1,A,0.4
6500-9493-8365,Usha Shetty,18-03-2024,24-03-2024,Blinkit,Full-time,30,Primary,16,Urban,Yes,3755,626,1,C,0.4
4872-7040-4666,Sunita Desai,18-03-2024,24-03-2024,Blinkit,Full-time,37,Primary,16,Semi-urban,No,2718,453,1,B,0.4
1484-7249-6499,Arjun Modi,18-03-2024,24-03-2024,Blinkit,Full-time,30,Primary,25,Urban,Yes,3441,574,1,B,0.4
8685-9699-4233,Ganesh Menon,18-03-2024,24-03-2024,Blinkit,Full-time,47,Secondary,22,Semi-urban,Always,2587,431,1,B,0.4
6547-5811-5618,Savita Joshi,18-03-2024,24-03-2024,Blinkit,Full-time,41,Primary,29,Semi-urban,Always,3393,566,1,B,0.4
3061-3355-7797,Manoj Bhatt,18-03-2024,24-03-2024,Blinkit,Full-time,37,Primary,58,Rural,Yes,3456,576,1,C,0.4
6326-9135-8321,Geeta Hegde,18-03-2024,24-03-2024,Porter,Full-time,42,Secondary,57,Urban,Rarely,3986,664,1,C,0.38
2070-9865-1623,Umesh Qureshi,18-03-2024,24-03-2024,Porter,Part-time,46,Primary,17,Rural,Sometimes,940,157,1,A,0.38
4988-8107-5587,Priya Modi,18-03-2024,24-03-2024,Porter,Part-time,27,Primary,40,Rural,Rarely,1254,209,1,A,0.38
1146-2904-8391,Vimala Bhat,18-03-2024,24-03-2024,Porter,Part-time,43,Primary,41,Semi-urban,No,1868,311,1,A,0.38
1617-6704-7185,Sunita Pandey,18-03-2024,24-03-2024,Porter,Full-time,38,Secondary,4,Semi-urban,Yes,3363,560,1,B,0.38
9252-3759-3336,Ritesh Verma,18-03-2024,24-03-2024,Porter,Full-time,45,Secondary,28,Urban,No,4785,798,1,D,0.38
1799-2093-4593,Pooja Ghosh,18-03-2024,24-03-2024,Porter,Full-time,21,Secondary,32,Semi-urban,Yes,3751,625,1,C,0.38
2229-3941-9805,Sachin Agarwal,18-03-2024,24-03-2024,Porter,Full-time,25,Secondary,60,Rural,Always,3055,509,1,B,0.38
4575-5534-8473,Sarita Dave,18-03-2024,24-03-2024,Porter,Full-time,34,Secondary,44,Urban,Yes,3693,616,1,C,0.38
2382-5049-6367,Laxmi Qureshi,18-03-2024,24-03-2024,Porter,Full-time,43,Primary,57,Urban,Yes,3861,644,1,C,0.38
4300-7108-8649,Harish Yadav,18-03-2024,24-03-2024,Porter,Full-time,40,Secondary,53,Rural,Always,3897,650,1,C,0.38
5061-5940-3963,Vimala Yadav,18-03-2024,24-03-2024,Porter,Part-time,22,Primary,16,Urban,Rarely,1737,290,1,A,0.38
5942-9523-2599,Meena Rao,18-03-2024,24-03-2024,Porter,Full-time,48,Primary,23,Urban,Sometimes,3999,666,1,C,0.38
4899-3975-5662,Lokesh Bose,18-03-2024,24-03-2024,Porter,Full-time,44,Secondary,54,Rural,Yes,3667,611,1,C,0.38
4479-1551-3816,Pushpa Gowda,18-03-2024,24-03-2024,Porter,Full-time,42,Secondary,15,Semi-urban,Yes,3825,638,1,C,0.38
5624-4228-8500,Rajesh Poojary,18-03-2024,24-03-2024,Porter,Full-time,26,Secondary,56,Urban,Sometimes,2836,473,1,B,0.38
3161-2751-4469,Sumit Iyer,18-03-2024,24-03-2024,Porter,Full-time,23,Primary,15,Urban,Always,3478,580,1,C,0.38
8988-9671-4407,Satish Joshi,18-03-2024,24-03-2024,Porter,Full-time,28,Secondary,2,Semi-urban,No,4272,712,1,D,0.38
9404-3993-1691,Tarun Bose,18-03-2024,24-03-2024,Porter,Full-time,48,Primary,31,Semi-urban,No,3710,618,1,C,0.38
4080-1727-1034,Santosh Modi,18-03-2024,24-03-2024,Porter,Full-time,48,Secondary,24,Semi-urban,No,4295,716,1,D,0.38
9977-6212-4855,Prakash Gupta,18-03-2024,24-03-2024,Porter,Full-time,34,Primary,23,Rural,No,3860,643,1,C,0.38
7775-7053-9446,Mahesh Kamat,18-03-2024,24-03-2024,Porter,Full-time,37,Secondary,13,Urban,No,3420,570,1,B,0.38
4691-4127-5162,Manju Gupta,18-03-2024,24-03-2024,Porter,Full-time,29,Primary,8,Urban,Yes,3279,546,1,B,0.38
2956-8564-4689,Divya Bose,18-03-2024,24-03-2024,Porter,Full-time,40,Secondary,9,Urban,Yes,5247,874,1,D,0.38
5980-1632-8862,Vimala Pandey,18-03-2024,24-03-2024,Porter,Part-time,20,Secondary,39,Urban,Sometimes,1259,210,1,A,0.38
7333-9835-7270,Bharat Das,18-03-2024,24-03-2024,Porter,Full-time,41,Primary,40,Rural,Yes,3575,596,1,C,0.38
7750-1012-3323,Kavita Malik,18-03-2024,24-03-2024,Porter,Full-time,35,Secondary,40,Urban,No,2646,441,1,B,0.38
9875-4589-5207,Ritesh Dave,18-03-2024,24-03-2024,Porter,Full-time,48,Secondary,8,Rural,No,2128,355,1,A,0.38
3621-5963-5898,Lalit Shenoy,18-03-2024,24-03-2024,Porter,Full-time,30,Secondary,15,Urban,Always,3801,634,1,C,0.38
7832-6167-2215,Rekha Gupta,18-03-2024,24-03-2024,Porter,Full-time,38,Secondary,18,Semi-urban,No,3867,644,1,C,0.38
7730-2202-5691,Praveen Chauhan,18-03-2024,24-03-2024,Porter,Part-time,22,Secondary,9,Urban,Sometimes,1287,214,1,A,0.38
5022-3638-9422,Naresh Yadav,18-03-2024,24-03-2024,Porter,Part-time,42,Primary,1,Rural,Sometimes,1701,284,1,A,0.38
2118-7729-3810,Rakesh Bhatt,18-03-2024,24-03-2024,Porter,Full-time,45,Primary,8,Semi-urban,Yes,3797,633,1,C,0.38
6505-9684-9306,Meena Sharma,18-03-2024,24-03-2024,Porter,Full-time,38,Secondary,5,Urban,Sometimes,4046,674,1,D,0.38
8344-6419-3058,Bharat Dey,18-03-2024,24-03-2024,Porter,Full-time,22,Secondary,28,Urban,Yes,4057,676,1,D,0.38
8755-1169-5596,Nikhil Qureshi,18-03-2024,24-03-2024,Porter,Full-time,39,Secondary,4,Rural,Always,4480,747,1,D,0.38
7056-7523-1176,Sumit Dave,18-03-2024,24-03-2024,Porter,Full-time,31,Secondary,42,Semi-urban,Yes,3774,629,1,C,0.38
8132-7925-5463,Ritesh Yadav,18-03-2024,24-03-2024,Porter,Full-time,38,Primary,27,Urban,Always,4649,775,1,D,0.38
5822-9364-5125,Aarav Dey,18-03-2024,24-03-2024,Porter,Full-time,23,Secondary,41,Urban,Sometimes,3370,562,1,B,0.38
9265-8584-6075,Seema Parekh,18-03-2024,24-03-2024,Porter,Full-time,41,Primary,48,Semi-urban,Yes,4079,680,1,D,0.38
2607-1089-4413,Sarita Chatterjee,18-03-2024,24-03-2024,Shadowfax,Full-time,41,Secondary,57,Rural,Always,2438,406,1,A,0.33
2878-3901-7066,Anita Das,18-03-2024,24-03-2024,Shadowfax,Full-time,30,Primary,51,Semi-urban,Yes,3193,532,1,B,0.33
9630-7258-4744,Ramesh Bhatt,18-03-2024,24-03-2024,Shadowfax,Part-time,34,Primary,53,Urban,Yes,1717,286,1,A,0.33
9580-8699-5763,Suresh Gowda,18-03-2024,24-03-2024,Shadowfax,Part-time,38,Secondary,30,Semi-urban,Yes,779,130,1,A,0.33
4058-6841-8721,Harish Trivedi,18-03-2024,24-03-2024,Shadowfax,Full-time,37,Secondary,30,Semi-urban,Sometimes,3939,656,1,C,0.33
3629-6720-4784,Shyam Ansari,18-03-2024,24-03-2024,Shadowfax,Full-time,40,Secondary,38,Rural,No,4132,689,1,D,0.33
7768-5261-1697,Pradeep Qureshi,18-03-2024,24-03-2024,Shadowfax,Full-time,28,Primary,21,Urban,Sometimes,4079,680,1,D,0.33
8788-5209-4660,Laxmi Siddiqui,18-03-2024,24-03-2024,Shadowfax,Part-time,41,Primary,19,Urban,Sometimes,1952,325,1,A,0.33
9736-4560-2907,Naresh Sen,18-03-2024,24-03-2024,Shadowfax,Part-time,22,Secondary,1,Urban,Always,1434,239,1,A,0.33
1968-3875-9262,Ritu Verma,18-03-2024,24-03-2024,Shadowfax,Full-time,20,Secondary,17,Rural,Always,3465,578,1,C,0.33
3102-8397-8216,Pooja Shaikh,18-03-2024,24-03-2024,Shadowfax,Full-time,44,Secondary,28,Semi-urban,Rarely,3999,666,1,C,0.33
1380-6424-7833,Dinesh Bhat,18-03-2024,24-03-2024,Shadowfax,Part-time,37,Primary,42,Urban,No,1627,271,1,A,0.33
8337-3768-6140,Priya Das,18-03-2024,24-03-2024,Shadowfax,Part-time,33,Secondary,38,Urban,Rarely,1232,205,1,A,0.33
8269-1104-6188,Sunita Agarwal,18-03-2024,24-03-2024,Shadowfax,Full-time,32,Secondary,15,Semi-urban,Always,4036,673,1,D,0.33
8020-2921-2114,Lalita Das,18-03-2024,24-03-2024,Shadowfax,Full-time,38,Primary,44,Rural,No,3264,544,1,B,0.33
9350-8578-1054,Anil Qureshi,18-03-2024,24-03-2024,Shadowfax,Full-time,37,Primary,6,Urban,Yes,3539,590,1,C,0.33
4228-8521-1010,Praveen Kamat,18-03-2024,24-03-2024,Shadowfax,Full-time,19,Secondary,3,Urban,Yes,4665,778,1,D,0.33
5992-2170-3781,Umesh Jain,18-03-2024,24-03-2024,Shadowfax,Full-time,43,Primary,2,Urban,No,3328,555,1,B,0.33
9314-1649-6154,Sunita Sen,18-03-2024,24-03-2024,Shadowfax,Full-time,21,Secondary,11,Semi-urban,No,2560,427,1,B,0.33
3896-9225-1083,Suman Bhat,18-03-2024,24-03-2024,Shadowfax,Full-time,30,Secondary,44,Rural,Yes,4005,668,1,C,0.33
4447-8609-7975,Arun Reddy,18-03-2024,24-03-2024,Shadowfax,Full-time,22,Primary,38,Urban,Yes,3135,522,1,B,0.33
3867-4050-2614,Sunil Reddy,18-03-2024,24-03-2024,Shadowfax,Full-time,32,Secondary,38,Urban,Sometimes,3171,528,1,B,0.33
5298-6973-6743,Aarav Naidu,18-03-2024,24-03-2024,Shadowfax,Full-time,40,Secondary,10,Urban,No,2957,493,1,B,0.33
9727-8688-7973,Kapil Jain,18-03-2024,24-03-2024,Shadowfax,Full-time,24,Secondary,21,Semi-urban,Always,2990,498,1,B,0.33
4953-7882-7764,Sunita Ahmed,18-03-2024,24-03-2024,Shadowfax,Full-time,44,Primary,1,Urban,Always,2910,485,1,B,0.33
7421-2430-3385,Vishal Agarwal,18-03-2024,24-03-2024,Shadowfax,Full-time,23,Secondary,8,Semi-urban,Sometimes,3011,502,1,B,0.33
7267-5650-7034,Sarita Paul,18-03-2024,24-03-2024,Shadowfax,Part-time,46,Primary,6,Urban,Yes,1475,246,1,A,0.33
8226-3217-7206,Santosh Sen,18-03-2024,24-03-2024,Shadowfax,Full-time,47,Primary,22,Urban,Always,2639,440,1,B,0.33
6542-5439-2604,Naveen Gupta,18-03-2024,24-03-2024,Shadowfax,Full-time,36,Primary,51,Urban,Yes,1618,270,1,A,0.33
3292-5967-3586,Arun Mukherjee,18-03-2024,24-03-2024,Shadowfax,Full-time,41,Primary,31,Urban,Yes,3184,531,1,B,0.33
2892-7057-9673,Radha Kumar,18-03-2024,24-03-2024,Shadowfax,Full-time,21,Secondary,52,Semi-urban,No,3509,585,1,C,0.33
9567-9290-6285,Mukesh Naidu,18-03-2024,24-03-2024,Shadowfax,Full-time,23,Primary,28,Semi-urban,Sometimes,2982,497,1,B,0.33
6092-5153-1696,Mukesh Mehta,18-03-2024,24-03-2024,Shadowfax,Full-time,31,Secondary,30,Urban,Rarely,3476,579,1,C,0.33
1422-6542-6146,Mahesh Trivedi,18-03-2024,24-03-2024,Shadowfax,Full-time,48,Secondary,23,Urban,Yes,3050,508,1,B,0.33
5900-8868-7961,Kamla Menon,18-03-2024,24-03-2024,Shadowfax,Part-time,46,Primary,5,Urban,Always,1064,177,1,A,0.33
2895-2004-3220,Praveen Roy,18-03-2024,24-03-2024,Shadowfax,Full-time,41,Secondary,3,Urban,No,3401,567,1,B,0.33
8768-2792-9432,Nisha Shetty,18-03-2024,24-03-2024,Shadowfax,Full-time,34,Primary,47,Urban,Always,4169,695,1,D,0.33
2754-5801-8725,Radha Chatterjee,18-03-2024,24-03-2024,Shadowfax,Full-time,26,Primary,36,Semi-urban,Sometimes,3269,545,1,B,0.33
5950-7600-8162,Vinod Yadav,18-03-2024,24-03-2024,Shadowfax,Full-time,37,Primary,41,Urban,No,3656,609,1,C,0.33
4472-3746-2545,Nilesh Mehta,18-03-2024,24-03-2024,Shadowfax,Full-time,33,Primary,36,Rural,Yes,3528,588,1,C,0.33
2640-1363-8065,Vinod Singh,25-03-2024,31-03-2024,Amazon,Full-time,32,Secondary,47,Urban,Sometimes,4346,724,1,D,0.27
6217-9921-2907,Santosh Verma,25-03-2024,31-03-2024,Amazon,Full-time,22,Secondary,17,Urban,Rarely,3699,616,1,C,0.27
7349-3472-7936,Rahul Sharma,25-03-2024,31-03-2024,Amazon,Full-time,38,Secondary,46,Urban,Always,4597,766,1,D,0.27
4112-3965-6397,Arun Patel,25-03-2024,31-03-2024,Amazon,Full-time,40,Secondary,37,Semi-urban,Yes,5157,860,1,D,0.27
2396-3088-2429,Nikhil Banerjee,25-03-2024,31-03-2024,Amazon,Full-time,28,Primary,54,Semi-urban,Yes,4173,696,1,D,0.27
4963-7821-7884,Bharat Bhat,25-03-2024,31-03-2024,Amazon,Full-time,25,Primary,57,Urban,No,5006,834,1,D,0.27
4232-5218-7253,Shanti Trivedi,25-03-2024,31-03-2024,Amazon,Full-time,24,Primary,46,Urban,No,4018,670,1,C,0.27
2746-6763-3672,Sarita Dey,25-03-2024,31-03-2024,Amazon,Full-time,28,Primary,51,Urban,Yes,4367,728,1,D,0.27
1230-1892-1086,Arun Sen,25-03-2024,31-03-2024,Amazon,Full-time,29,Secondary,56,Urban,No,5269,878,1,D,0.27
